,clip_name,threshold,0_x,0_y,0_z,1_x,1_y,1_z,2_x,2_y,2_z,3_x,3_y,3_z,4_x,4_y,4_z,5_x,5_y,5_z,6_x,6_y,6_z,7_x,7_y,7_z,8_x,8_y,8_z,9_x,9_y,9_z,10_x,10_y,10_z,11_x,11_y,11_z,12_x,12_y,12_z,13_x,13_y,13_z,14_x,14_y,14_z,15_x,15_y,15_z,16_x,16_y,16_z,17_x,17_y,17_z,18_x,18_y,18_z,19_x,19_y,19_z,20_x,20_y,20_z,21_x,21_y,21_z,22_x,22_y,22_z,23_x,23_y,23_z,24_x,24_y,24_z,25_x,25_y,25_z,26_x,26_y,26_z,27_x,27_y,27_z,28_x,28_y,28_z,29_x,29_y,29_z,30_x,30_y,30_z,31_x,31_y,31_z,32_x,32_y,32_z
0,13_1,4,0.4830726385116577,0.26757022738456726,-0.16081754863262177,0.48841437697410583,0.2558461129665375,-0.1531018316745758,0.49141958355903625,0.2558840811252594,-0.15310287475585938,0.49435147643089294,0.2561551034450531,-0.153085857629776,0.48093268275260925,0.25692203640937805,-0.14485886693000793,0.4789356589317322,0.257277250289917,-0.14485608041286469,0.47733554244041443,0.2574653625488281,-0.14486032724380493,0.5005991458892822,0.26339828968048096,-0.08940055221319199,0.47671669721603394,0.2642926871776581,-0.05169607326388359,0.4894868731498718,0.28128689527511597,-0.13653017580509186,0.48027345538139343,0.2815626263618469,-0.1258487105369568,0.5237778425216675,0.3298766016960144,-0.06853363662958145,0.4646511375904083,0.33742013573646545,0.01910978928208351,0.5416610836982727,0.4165897071361542,-0.15266135334968567,0.43883565068244934,0.4106888473033905,-0.07216212153434753,0.5052831768989563,0.36223104596138,-0.2658061981201172,0.45652422308921814,0.3400585353374481,-0.24865412712097168,0.49765318632125854,0.3508346974849701,-0.29403114318847656,0.4601602852344513,0.3203318417072296,-0.2791579067707062,0.49662163853645325,0.34324681758880615,-0.2857585847377777,0.4629074037075043,0.3158411979675293,-0.2704123854637146,0.49788710474967957,0.34598827362060547,-0.26328855752944946,0.46392834186553955,0.32198888063430786,-0.24940483272075653,0.5174655318260193,0.5135587453842163,-0.03921499475836754,0.4802355170249939,0.512320339679718,0.03920803964138031,0.5328479409217834,0.6452294588088989,-0.053579363971948624,0.47144269943237305,0.6367984414100647,0.14471927285194397,0.5535541772842407,0.7659839987754822,-0.00898923259228468,0.46640101075172424,0.747043788433075,0.3023580014705658,0.5544525384902954,0.7817735075950623,-0.011049704626202583,0.47389915585517883,0.7687495350837708,0.3139009177684784,0.5536705255508423,0.8099435567855835,-0.11789195984601974,0.437777042388916,0.7707608342170715,0.24452883005142212
1,13_1,8,0.4817348122596741,0.2685679495334625,-0.16283276677131653,0.48696020245552063,0.25685739517211914,-0.1553541123867035,0.4901132881641388,0.2567141056060791,-0.15535631775856018,0.4932897686958313,0.25689980387687683,-0.15534134209156036,0.4795852303504944,0.2581809163093567,-0.14705540239810944,0.47804564237594604,0.2584756314754486,-0.14705172181129456,0.47639477252960205,0.2587442398071289,-0.1470552235841751,0.49976834654808044,0.26394686102867126,-0.0916593000292778,0.4758806824684143,0.26553305983543396,-0.053494296967983246,0.4884449541568756,0.2818160355091095,-0.1383419632911682,0.47941240668296814,0.28211501240730286,-0.1275978982448578,0.5233870148658752,0.3305610120296478,-0.07012579590082169,0.46399053931236267,0.3381405770778656,0.018328286707401276,0.5397114157676697,0.4176314175128937,-0.1572629064321518,0.4387783706188202,0.411941796541214,-0.0754161849617958,0.5050854086875916,0.3622848689556122,-0.2745533585548401,0.4557919502258301,0.3405247926712036,-0.25495755672454834,0.49770987033843994,0.3502088189125061,-0.30332764983177185,0.4597950875759125,0.3197607398033142,-0.2857044041156769,0.49682193994522095,0.3429829180240631,-0.2952776253223419,0.4625779688358307,0.31528717279434204,-0.2769373655319214,0.49794498085975647,0.3459412455558777,-0.27225449681282043,0.46368277072906494,0.3218890428543091,-0.2558880150318146,0.5171350836753845,0.514906108379364,-0.039445795118808746,0.47965139150619507,0.5135729908943176,0.03943933919072151,0.5329522490501404,0.6466953754425049,-0.052404824644327164,0.4709502160549164,0.6378544569015503,0.14661461114883423,0.5534706115722656,0.7661058306694031,-0.006415870971977711,0.4663543701171875,0.747270405292511,0.30701443552970886,0.5542517304420471,0.7819830775260925,-0.008377284742891788,0.4737163186073303,0.7687472105026245,0.31885814666748047,0.5541276335716248,0.809428334236145,-0.11616425961256027,0.4378264546394348,0.7709968090057373,0.24939920008182526
2,13_1,12,0.4804013669490814,0.26999691128730774,-0.17210358381271362,0.4853912889957428,0.25786301493644714,-0.16419212520122528,0.4885560870170593,0.2575654089450836,-0.16419371962547302,0.4917510449886322,0.25765278935432434,-0.16417789459228516,0.47818952798843384,0.2593376040458679,-0.1565532088279724,0.4766313135623932,0.2596454322338104,-0.15654854476451874,0.4744203984737396,0.2600800693035126,-0.1565469354391098,0.4984458386898041,0.26454105973243713,-0.09821590781211853,0.47404035925865173,0.26686760783195496,-0.062481146305799484,0.48734521865844727,0.28296706080436707,-0.14654381573200226,0.4783501923084259,0.28327712416648865,-0.13662098348140717,0.5218933820724487,0.3316148519515991,-0.07438475638628006,0.4621233344078064,0.33904948830604553,0.010714663192629814,0.5392049551010132,0.4188012480735779,-0.16139882802963257,0.43839603662490845,0.41331392526626587,-0.08227035403251648,0.5048325657844543,0.36587321758270264,-0.2808980643749237,0.4547616243362427,0.3417688012123108,-0.26380351185798645,0.4977755844593048,0.35337644815444946,-0.31012818217277527,0.45912420749664307,0.32015466690063477,-0.2948038876056671,0.49671170115470886,0.3453923165798187,-0.3016141355037689,0.4619908928871155,0.3157517910003662,-0.2869788110256195,0.49775633215904236,0.3487832546234131,-0.27843835949897766,0.46312037110328674,0.3227683901786804,-0.26499536633491516,0.5160189867019653,0.5153595209121704,-0.03857032582163811,0.47841933369636536,0.514379620552063,0.03856479004025459,0.5325160026550293,0.646971583366394,-0.04822511225938797,0.46895551681518555,0.6378553509712219,0.14417259395122528,0.5528627634048462,0.7661595940589905,0.0035999936517328024,0.4662006199359894,0.7474395632743835,0.3088483512401581,0.5530105233192444,0.7819177508354187,0.0021233202423900366,0.47369858622550964,0.7688939571380615,0.32103607058525085,0.5541924238204956,0.8093944787979126,-0.10582452267408371,0.4377930462360382,0.771263062953949,0.2509901225566864
3,13_1,16,0.4798702299594879,0.2712574899196625,-0.1752883642911911,0.484800785779953,0.25858184695243835,-0.16765788197517395,0.48795679211616516,0.2582712769508362,-0.16765446960926056,0.4911094307899475,0.2583359479904175,-0.1676364690065384,0.4774966537952423,0.2601804733276367,-0.16020654141902924,0.4758254289627075,0.26058876514434814,-0.16020573675632477,0.47345292568206787,0.2611381411552429,-0.16020527482032776,0.49763113260269165,0.2651260197162628,-0.10214220732450485,0.47291648387908936,0.2679115831851959,-0.06720658391714096,0.4868263304233551,0.28431573510169983,-0.14968475699424744,0.47761133313179016,0.2848230004310608,-0.13997362554073334,0.5209267139434814,0.3326529562473297,-0.07504548132419586,0.4602307379245758,0.33978286385536194,0.0028706006705760956,0.5416831374168396,0.417195588350296,-0.1641736924648285,0.4373089373111725,0.4139691889286041,-0.08763982355594635,0.5052477121353149,0.3651411235332489,-0.289463073015213,0.45275938510894775,0.34368500113487244,-0.26412537693977356,0.49823102355003357,0.35244622826576233,-0.3184117376804352,0.4581104516983032,0.32107430696487427,-0.2947112023830414,0.4968162775039673,0.3449892997741699,-0.30804258584976196,0.4604966938495636,0.3164524435997009,-0.28695282340049744,0.49790021777153015,0.34831351041793823,-0.28629109263420105,0.46116065979003906,0.32368043065071106,-0.26509422063827515,0.5142057538032532,0.5169942378997803,-0.03776099160313606,0.4762609302997589,0.5155736207962036,0.0377432219684124,0.5319135189056396,0.6474509239196777,-0.04705452546477318,0.46689093112945557,0.6379182934761047,0.1489507108926773,0.5523999929428101,0.7661959528923035,0.003867347491905093,0.46580398082733154,0.7474865913391113,0.31857869029045105,0.5521053075790405,0.7817184329032898,0.002448712009936571,0.47352370619773865,0.7685827612876892,0.33136236667633057,0.5544911623001099,0.8097487092018127,-0.10575488954782486,0.43759143352508545,0.7717146277427673,0.26263248920440674
4,13_1,20,0.47652074694633484,0.2783260643482208,-0.15331940352916718,0.4799189567565918,0.2666349411010742,-0.14469806849956512,0.4828350841999054,0.2662578523159027,-0.14470365643501282,0.4862498342990875,0.2657507359981537,-0.1447100192308426,0.4735218286514282,0.2679775059223175,-0.13806888461112976,0.47141844034194946,0.26874902844429016,-0.13806922733783722,0.4694271683692932,0.26933321356773376,-0.13807359337806702,0.49318599700927734,0.2696022689342499,-0.08208654075860977,0.4688086211681366,0.2742857336997986,-0.04990984499454498,0.4825964868068695,0.2900732159614563,-0.1294521540403366,0.47451746463775635,0.2907406985759735,-0.12046857178211212,0.5137203335762024,0.3298376798629761,-0.0616428405046463,0.4568046033382416,0.35280925035476685,0.01647048071026802,0.542449951171875,0.35213249921798706,-0.1706840842962265,0.4350433647632599,0.4248179495334625,-0.06662497669458389,0.5175740122795105,0.2745037078857422,-0.27935880422592163,0.4437658190727234,0.37338122725486755,-0.23875324428081512,0.5119063854217529,0.25249621272087097,-0.30388733744621277,0.4480263292789459,0.364096075296402,-0.26767605543136597,0.5092868804931641,0.252340704202652,-0.29248562455177307,0.4498990774154663,0.3588738739490509,-0.260166734457016,0.5095202326774597,0.2605951130390167,-0.2762109935283661,0.449232280254364,0.3620944917201996,-0.24037986993789673,0.513992190361023,0.5206433534622192,-0.03664976358413696,0.4777393937110901,0.5234779715538025,0.036593254655599594,0.5314854979515076,0.6502287983894348,-0.050996389240026474,0.4540805220603943,0.6400756239891052,0.08415581285953522,0.5580481886863708,0.7630704641342163,0.017343532294034958,0.46493637561798096,0.7467486262321472,0.22866059839725494,0.562660813331604,0.7771572470664978,0.015881767496466637,0.47338324785232544,0.7666088938713074,0.2395145148038864,0.5552839636802673,0.8098130822181702,-0.08661840111017227,0.437595009803772,0.7735575437545776,0.18202181160449982
5,13_1,24,0.4562593698501587,0.3443453311920166,-0.1155230775475502,0.46001434326171875,0.3299817442893982,-0.11814574152231216,0.46225839853286743,0.3288818597793579,-0.1181550920009613,0.4645175337791443,0.32772937417030334,-0.1181548535823822,0.4558168947696686,0.33185920119285583,-0.09953270107507706,0.4550916254520416,0.3322364091873169,-0.09956885874271393,0.4544234275817871,0.3325290083885193,-0.0995887890458107,0.4744647145271301,0.32672569155693054,-0.0966966524720192,0.4615769386291504,0.3331059217453003,-0.007158561144024134,0.46382418274879456,0.35421839356422424,-0.10581573843955994,0.459147185087204,0.35586491227149963,-0.08041198551654816,0.5031030178070068,0.3621126413345337,-0.1112997904419899,0.4636887013912201,0.40839487314224243,0.06831793487071991,0.4984450936317444,0.36833900213241577,-0.23755645751953125,0.4454418122768402,0.48999401926994324,0.008040490560233593,0.48686036467552185,0.35905927419662476,-0.3521212041378021,0.43870601058006287,0.4383954703807831,-0.1709967702627182,0.4793294072151184,0.36184436082839966,-0.3687455356121063,0.43849456310272217,0.420482337474823,-0.19559834897518158,0.4795618951320648,0.36233291029930115,-0.379180371761322,0.44122737646102905,0.4145922064781189,-0.1943620890378952,0.4812646806240082,0.3662269711494446,-0.3575018644332886,0.4423198103904724,0.41892439126968384,-0.17566587030887604,0.5285502672195435,0.5539785027503967,-0.06822051107883453,0.4977867007255554,0.5605311989784241,0.06815867871046066,0.5243152976036072,0.6679317951202393,-0.1157495528459549,0.4521172344684601,0.6484139561653137,0.07467909157276154,0.5746614336967468,0.7594217658042908,-0.07190864533185959,0.46368998289108276,0.7491032481193542,0.21789471805095673,0.5863445997238159,0.770276665687561,-0.07119263708591461,0.4742290675640106,0.7702050805091858,0.22795721888542175,0.5557955503463745,0.8109659552574158,-0.15770521759986877,0.43467679619789124,0.7739818692207336,0.17460209131240845
6,13_1,28,0.4487980008125305,0.3950280249118805,-0.09779897332191467,0.4514712393283844,0.38015666604042053,-0.09913939982652664,0.4538857638835907,0.3783121407032013,-0.0991489440202713,0.45645371079444885,0.37635940313339233,-0.0991467535495758,0.44630104303359985,0.38353636860847473,-0.08153558522462845,0.4450322985649109,0.38390180468559265,-0.08157603442668915,0.443857342004776,0.3841451406478882,-0.08154464513063431,0.46530967950820923,0.3734765350818634,-0.07079315185546875,0.44954782724380493,0.38290074467658997,0.007733300793915987,0.4567551910877228,0.4038791358470917,-0.08654479682445526,0.45171430706977844,0.4063630700111389,-0.06377517431974411,0.48997947573661804,0.4095051884651184,-0.11441286653280258,0.46507495641708374,0.44389092922210693,0.10436413437128067,0.47682633996009827,0.47316643595695496,-0.13700583577156067,0.46300217509269714,0.5042951703071594,0.030563997104763985,0.44441133737564087,0.5136510133743286,-0.07706370949745178,0.44763559103012085,0.48554930090904236,-0.16300079226493835,0.43669238686561584,0.5254550576210022,-0.08602770417928696,0.44162601232528687,0.4830266237258911,-0.1836308389902115,0.4342140853404999,0.5221014618873596,-0.08569293469190598,0.44307777285575867,0.4769887924194336,-0.18639850616455078,0.4383266568183899,0.5181497931480408,-0.07214811444282532,0.444641649723053,0.4772915244102478,-0.16949781775474548,0.5378710627555847,0.5715235471725464,-0.0721132755279541,0.5092848539352417,0.5771492123603821,0.07207585126161575,0.5192044377326965,0.6798684597015381,-0.15002886950969696,0.45841842889785767,0.6502839922904968,0.08618056029081345,0.5730703473091125,0.761390745639801,-0.12403952330350876,0.46372905373573303,0.7508506774902344,0.1796383559703827,0.585490345954895,0.7716416716575623,-0.12347801774740219,0.4746372103691101,0.7741890549659729,0.18705987930297852,0.5559068322181702,0.8108622431755066,-0.1859331578016281,0.4362485110759735,0.7728131413459778,0.16208383440971375
7,13_1,32,0.46064963936805725,0.37700697779655457,-0.08333572000265121,0.4636252224445343,0.363349050283432,-0.08474002778530121,0.46582838892936707,0.36179259419441223,-0.08471205085515976,0.4681224822998047,0.360172301530838,-0.08467019349336624,0.457907110452652,0.3660985827445984,-0.07089526206254959,0.45634251832962036,0.3666311204433441,-0.07094848155975342,0.4549545347690582,0.36714640259742737,-0.07097309082746506,0.4766045808792114,0.3600690960884094,-0.06066801771521568,0.46035608649253845,0.369398832321167,0.002715930575504899,0.46845823526382446,0.38674378395080566,-0.07271461933851242,0.4613906145095825,0.38981276750564575,-0.05471327528357506,0.5066902041435242,0.3972921371459961,-0.09120004624128342,0.4645841717720032,0.436556339263916,0.06443557888269424,0.5005942583084106,0.45569658279418945,-0.10118259489536285,0.4628790318965912,0.503007173538208,-0.026430601254105568,0.45357051491737366,0.4835083484649658,-0.04358520731329918,0.4623842239379883,0.4729587733745575,-0.18569304049015045,0.447368323802948,0.489095002412796,-0.04937875270843506,0.46382373571395874,0.46513012051582336,-0.20700718462467194,0.44328245520591736,0.48495855927467346,-0.04667605832219124,0.4648827016353607,0.45957010984420776,-0.19638054072856903,0.4470177888870239,0.48235106468200684,-0.03850674256682396,0.465466171503067,0.4614836275577545,-0.184907466173172,0.5391765236854553,0.5627684593200684,-0.06713231652975082,0.5065988302230835,0.5684464573860168,0.06705660372972488,0.5247964262962341,0.6735249757766724,-0.13580185174942017,0.45985159277915955,0.6540215611457825,0.08156820386648178,0.5735231041908264,0.762408435344696,-0.08125778287649155,0.463086873292923,0.7528234124183655,0.1853000372648239,0.583971381187439,0.7728634476661682,-0.0785047858953476,0.47258538007736206,0.7738218307495117,0.19465957581996918,0.5559091567993164,0.8101561665534973,-0.14578376710414886,0.43675071001052856,0.7748213410377502,0.16591013967990875
8,13_1,36,0.5054624080657959,0.2981918454170227,-0.1690893918275833,0.5074006915092468,0.2865578234195709,-0.15376104414463043,0.5097514390945435,0.2860262989997864,-0.15374796092510223,0.5118480920791626,0.28575897216796875,-0.1537199467420578,0.4995749294757843,0.2888270318508148,-0.15527407824993134,0.4968399107456207,0.2896977961063385,-0.15531349182128906,0.49439308047294617,0.29060935974121094,-0.1553250253200531,0.5138645768165588,0.2904210090637207,-0.0682160034775734,0.49185943603515625,0.29667627811431885,-0.07305608689785004,0.5113850235939026,0.3115134537220001,-0.1370999664068222,0.5023859739303589,0.3140068054199219,-0.13890500366687775,0.5360161066055298,0.3483607769012451,-0.0539647713303566,0.4780469536781311,0.3634701669216156,-0.05108250305056572,0.5484440326690674,0.4028913080692291,-0.174380362033844,0.46003469824790955,0.3848852515220642,-0.1944809854030609,0.5029171109199524,0.42294207215309143,-0.29995855689048767,0.4818331301212311,0.31440091133117676,-0.3247034251689911,0.4919864535331726,0.42886048555374146,-0.33139151334762573,0.4891326129436493,0.29916054010391235,-0.36016178131103516,0.4895274341106415,0.4232107102870941,-0.32232245802879333,0.49098488688468933,0.29630911350250244,-0.34589821100234985,0.49168580770492554,0.4217129349708557,-0.29910945892333984,0.4899222254753113,0.3010542094707489,-0.32296082377433777,0.5385528802871704,0.528907299041748,-0.008812857791781425,0.5022391676902771,0.5374824404716492,0.00873993057757616,0.551200270652771,0.6545026898384094,-0.0398266427218914,0.4677433669567108,0.6608628630638123,0.01286904513835907,0.5646882653236389,0.7658072113990784,0.09629081189632416,0.4438457190990448,0.7406002879142761,0.16096258163452148,0.5640119910240173,0.7787865400314331,0.10512303560972214,0.4449230134487152,0.7501096129417419,0.17232050001621246,0.5661708116531372,0.8119487166404724,0.010566696524620056,0.43607470393180847,0.7807959914207458,0.09904000908136368
9,13_1,40,0.5338066816329956,0.29321008920669556,-0.17567913234233856,0.5331053137779236,0.2822969853878021,-0.15925146639347076,0.5338653326034546,0.2823737859725952,-0.15926861763000488,0.5345861911773682,0.2824358344078064,-0.15927879512310028,0.5289384126663208,0.2822670042514801,-0.17213620245456696,0.5266977548599243,0.2823690176010132,-0.1721196472644806,0.5242075324058533,0.28239205479621887,-0.17207622528076172,0.5302773714065552,0.28824183344841003,-0.06492914259433746,0.5150443315505981,0.2859885096549988,-0.12490867078304291,0.5337440967559814,0.3056076467037201,-0.14044472575187683,0.5281540155410767,0.3060084581375122,-0.15756407380104065,0.5390000939369202,0.3472104072570801,-0.028255969285964966,0.4936383068561554,0.33410629630088806,-0.1268160045146942,0.5667343735694885,0.3942002058029175,-0.138265460729599,0.511027991771698,0.27700531482696533,-0.23363558948040009,0.5271440744400024,0.39512118697166443,-0.2921537458896637,0.5168426632881165,0.2586100995540619,-0.1987096667289734,0.5158831477165222,0.400054395198822,-0.32929664850234985,0.5219437479972839,0.24655145406723022,-0.22002093493938446,0.5140587687492371,0.39385494589805603,-0.32248836755752563,0.5191876292228699,0.25632044672966003,-0.21204157173633575,0.517433226108551,0.39042502641677856,-0.29501694440841675,0.5169702172279358,0.2619107663631439,-0.1973830610513687,0.5379888415336609,0.5289185643196106,0.027342338114976883,0.5000165104866028,0.5285945534706116,-0.027337370440363884,0.5570199489593506,0.6523064374923706,0.002274724654853344,0.47122544050216675,0.6478432416915894,0.030098306015133858,0.56203693151474,0.7710368633270264,0.09089958667755127,0.4337579309940338,0.734762966632843,0.1831941306591034,0.5549095273017883,0.7902308702468872,0.09631340950727463,0.42808228731155396,0.7433883547782898,0.1951088309288025,0.5774810910224915,0.8106574416160583,0.0077430917881429195,0.43657171726226807,0.7809219360351562,0.11728393286466599
