,clip_name,threshold,nose_x,nose_y,nose_z,left_eye_inner_x,left_eye_inner_y,left_eye_inner_z,left_eye_x,left_eye_y,left_eye_z,left_eye_outer_x,left_eye_outer_y,left_eye_outer_z,right_eye_inner_x,right_eye_inner_y,right_eye_inner_z,right_eye_x,right_eye_y,right_eye_z,right_eye_outer_x,right_eye_outer_y,right_eye_outer_z,left_ear_x,left_ear_y,left_ear_z,right_ear_x,right_ear_y,right_ear_z,mouth_left_x,mouth_left_y,mouth_left_z,mouth_right_x,mouth_right_y,mouth_right_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_elbow_x,right_elbow_y,right_elbow_z,left_wrist_x,left_wrist_y,left_wrist_z,right_wrist_x,right_wrist_y,right_wrist_z,left_pinky_x,left_pinky_y,left_pinky_z,right_pinky_x,right_pinky_y,right_pinky_z,left_index_x,left_index_y,left_index_z,right_index_x,right_index_y,right_index_z,left_thumb_x,left_thumb_y,left_thumb_z,right_thumb_x,right_thumb_y,right_thumb_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,left_ankle_x,left_ankle_y,left_ankle_z,right_ankle_x,right_ankle_y,right_ankle_z,left_heel_x,left_heel_y,left_heel_z,right_heel_x,right_heel_y,right_heel_z,left_foot_index_x,left_foot_index_y,left_foot_index_z,right_foot_index_x,right_foot_index_y,right_foot_index_z
0,15_1,10,0.5253646969795227,0.39549902081489563,-0.16194620728492737,0.5310859680175781,0.38386592268943787,-0.154151052236557,0.5342044234275818,0.3842425048351288,-0.1541394144296646,0.5370563864707947,0.3849688470363617,-0.1541329026222229,0.5227136611938477,0.38396143913269043,-0.1472277194261551,0.5204132795333862,0.38415026664733887,-0.1472175419330597,0.5184914469718933,0.38450026512145996,-0.14723901450634003,0.5424093008041382,0.3929898142814636,-0.09052854031324387,0.5166107416152954,0.393303245306015,-0.05768584460020065,0.5309558510780334,0.40995272994041443,-0.13781608641147614,0.520754873752594,0.41016197204589844,-0.12869404256343842,0.5626941323280334,0.45563358068466187,-0.06893434375524521,0.504827618598938,0.45746737718582153,0.0008127362234517932,0.5803184509277344,0.5369608998298645,-0.15375852584838867,0.4776715040206909,0.511033833026886,-0.08298616856336594,0.5499088764190674,0.48373672366142273,-0.23851320147514343,0.5019879937171936,0.4413584768772125,-0.21734850108623505,0.5452957153320312,0.467434823513031,-0.2601975202560425,0.5083638429641724,0.42163902521133423,-0.24579745531082153,0.5441657900810242,0.4581654667854309,-0.2533648908138275,0.5114710330963135,0.4190940856933594,-0.2323240339756012,0.5437675714492798,0.46377694606781006,-0.23632581532001495,0.5110571384429932,0.4260542094707489,-0.21713843941688538,0.553640604019165,0.6559634804725647,-0.02860564924776554,0.515396773815155,0.6534512639045715,0.028604837134480476,0.5620313882827759,0.7794548869132996,-0.028255650773644447,0.5155436396598816,0.7665345072746277,0.12557533383369446,0.5769338011741638,0.9028543829917908,0.025948362424969673,0.5181719064712524,0.8783412575721741,0.2778579890727997,0.5742141604423523,0.9202471971511841,0.02479565516114235,0.525554358959198,0.8980987668037415,0.28859028220176697,0.579619288444519,0.9505016207695007,-0.07833048701286316,0.4921897053718567,0.9100714325904846,0.22456172108650208
1,15_1,20,0.5248706340789795,0.3971913456916809,-0.14809660613536835,0.5305132269859314,0.38620972633361816,-0.1378936767578125,0.5335678458213806,0.38664790987968445,-0.13787953555583954,0.5366007685661316,0.3872676193714142,-0.1378730982542038,0.5222072005271912,0.38615190982818604,-0.1331213116645813,0.5199596285820007,0.386325478553772,-0.13310793042182922,0.5181668996810913,0.3866702914237976,-0.13312500715255737,0.5418460965156555,0.3946690857410431,-0.07124638557434082,0.5164059996604919,0.3949325382709503,-0.04761985316872597,0.5305379033088684,0.41104745864868164,-0.12307865917682648,0.5203812718391418,0.4114696681499481,-0.11674975603818893,0.5615765452384949,0.4582040309906006,-0.04525868967175484,0.5034804344177246,0.45992231369018555,0.0029817395843565464,0.58126300573349,0.539882481098175,-0.12490444630384445,0.47689956426620483,0.5144938826560974,-0.0865713581442833,0.5537334084510803,0.48937276005744934,-0.21739588677883148,0.5004851818084717,0.4427550733089447,-0.22751425206661224,0.5478525161743164,0.4771566390991211,-0.2405850887298584,0.5059940814971924,0.42277151346206665,-0.258674681186676,0.5455507040023804,0.4671202600002289,-0.23387257754802704,0.5091397166252136,0.4197036623954773,-0.24717870354652405,0.5454763770103455,0.4706979990005493,-0.21554075181484222,0.5092070698738098,0.4264123737812042,-0.22950538992881775,0.5535175204277039,0.654390811920166,-0.025647010654211044,0.5147902369499207,0.653304934501648,0.02566060796380043,0.5620039105415344,0.7783896327018738,-0.04575697332620621,0.5148249864578247,0.768731415271759,0.11875561624765396,0.5768997669219971,0.9029979109764099,-0.009534199722111225,0.5183886289596558,0.8782497644424438,0.26831740140914917,0.5738974809646606,0.9209855794906616,-0.01250818744301796,0.5258533358573914,0.8974984884262085,0.2786301374435425,0.5806425213813782,0.9504532217979431,-0.11547473818063736,0.4933726489543915,0.9101709127426147,0.21216616034507751
2,15_1,30,0.5264344215393066,0.40588757395744324,-0.1308201402425766,0.5310903787612915,0.3945867419242859,-0.11863713711500168,0.5336034893989563,0.3948870003223419,-0.1186043918132782,0.5359999537467957,0.3952469825744629,-0.11854951083660126,0.5231698751449585,0.39344483613967896,-0.11739854514598846,0.5204829573631287,0.3927277624607086,-0.11738619208335876,0.5181832909584045,0.39199066162109375,-0.11737385392189026,0.5401557683944702,0.400298148393631,-0.052336446940898895,0.5153267979621887,0.3978208601474762,-0.03990190476179123,0.5310388803482056,0.4211598336696625,-0.10510680079460144,0.5209199786186218,0.41984257102012634,-0.10312657803297043,0.5558649301528931,0.4555748403072357,-0.03433561697602272,0.5007868409156799,0.4633859694004059,-0.014100798405706882,0.5686480402946472,0.44913583993911743,-0.14922788739204407,0.4750780463218689,0.5216197371482849,-0.14009690284729004,0.5661846399307251,0.3929363787174225,-0.2538989186286926,0.497463583946228,0.45303577184677124,-0.27841559052467346,0.5643203258514404,0.37241584062576294,-0.2778642475605011,0.5022785067558289,0.4381897747516632,-0.30900007486343384,0.5624333620071411,0.3726705312728882,-0.2729310095310211,0.5061228275299072,0.43582698702812195,-0.2922254800796509,0.5622126460075378,0.3820129930973053,-0.25506481528282166,0.5062379240989685,0.44153526425361633,-0.27597951889038086,0.5560449957847595,0.6473668813705444,-0.02116362936794758,0.5189457535743713,0.653069794178009,0.02125004306435585,0.5668668150901794,0.7731077671051025,-0.08629253506660461,0.5163905620574951,0.771201491355896,0.08985339105129242,0.5807062387466431,0.9130200147628784,-0.10080919414758682,0.519325315952301,0.8789333701133728,0.1981879323720932,0.5792601704597473,0.9339595437049866,-0.10911966115236282,0.526746928691864,0.900649905204773,0.20264869928359985,0.5827980637550354,0.9490975737571716,-0.2036033272743225,0.4925421476364136,0.9091171026229858,0.15133477747440338
3,15_1,40,0.5591720938682556,0.39541947841644287,-0.18958978354930878,0.5644401907920837,0.3836176097393036,-0.17369697988033295,0.5671228766441345,0.383303165435791,-0.17369015514850616,0.5697025060653687,0.3830386698246002,-0.17368613183498383,0.5565564036369324,0.3830983340740204,-0.17309030890464783,0.5540711283683777,0.3823936879634857,-0.17307135462760925,0.5517175197601318,0.3815312385559082,-0.17307348549365997,0.5721833109855652,0.38948482275009155,-0.09508843719959259,0.5477800965309143,0.38723522424697876,-0.08965654671192169,0.5631358623504639,0.40806859731674194,-0.159375861287117,0.5535839796066284,0.40835797786712646,-0.15770740807056427,0.5902697443962097,0.45710673928260803,-0.09248282015323639,0.5324777960777283,0.45621880888938904,-0.09762488305568695,0.5986789464950562,0.41593703627586365,-0.27252259850502014,0.5326673984527588,0.42765405774116516,-0.27073386311531067,0.582336962223053,0.3430333733558655,-0.4115673303604126,0.5676000118255615,0.33925697207450867,-0.38444629311561584,0.5811498165130615,0.3246283233165741,-0.44930189847946167,0.5757648348808289,0.32429689168930054,-0.42122167348861694,0.5797801613807678,0.32412198185920715,-0.4376031160354614,0.5763455033302307,0.32044216990470886,-0.40749219059944153,0.5792086720466614,0.33181583881378174,-0.412555992603302,0.5741090774536133,0.3265276253223419,-0.3840523362159729,0.5821255445480347,0.6644836664199829,-0.0003703877446241677,0.539888322353363,0.6563043594360352,0.00031364045571535826,0.5894596576690674,0.8137902617454529,-0.044615548104047775,0.5134312510490417,0.7960495948791504,0.03081655316054821,0.5862501859664917,0.9394168257713318,0.05966923013329506,0.5148217678070068,0.8291110396385193,0.332029789686203,0.5812433362007141,0.955986738204956,0.06534188240766525,0.5163635611534119,0.8249110579490662,0.3578113317489624,0.5966364145278931,0.987389326095581,-0.030793948099017143,0.5125587582588196,0.8915272355079651,0.3194446563720703
4,15_1,50,0.5617647171020508,0.4503365755081177,-0.0008262378396466374,0.5661686062812805,0.4367445111274719,0.015065787360072136,0.5693289637565613,0.43628790974617004,0.014996407553553581,0.5721039175987244,0.4360235929489136,0.014960755594074726,0.5567751526832581,0.4381251931190491,0.015375709161162376,0.5537847876548767,0.43863973021507263,0.015346357598900795,0.5512141585350037,0.4392881691455841,0.015297098085284233,0.5764799118041992,0.4423370659351349,0.0914965346455574,0.5482581257820129,0.44679075479507446,0.09253378212451935,0.5684642791748047,0.46425819396972656,0.027354083955287933,0.5568720102310181,0.46580439805984497,0.02765079215168953,0.5992695689201355,0.493854820728302,0.09054998308420181,0.5344671010971069,0.5064678192138672,0.0933513268828392,0.6027080416679382,0.5298850536346436,-0.02079569175839424,0.5220069885253906,0.5613141059875488,-0.018223894760012627,0.5611582398414612,0.5220644474029541,-0.09645488113164902,0.5536439418792725,0.5330025553703308,-0.09995358437299728,0.5516180396080017,0.5292773842811584,-0.11525808274745941,0.563531219959259,0.5291834473609924,-0.119629867374897,0.5493714809417725,0.5200567245483398,-0.10521573573350906,0.5650748014450073,0.5216401219367981,-0.1038481667637825,0.552192747592926,0.5234516859054565,-0.0937475636601448,0.562698483467102,0.5248091220855713,-0.09348001331090927,0.5996107459068298,0.6669065356254578,0.0035421864595264196,0.5578208565711975,0.6512882113456726,-0.0032761874608695507,0.6018403768539429,0.8043491244316101,-0.02858409658074379,0.5661923289299011,0.5530884861946106,-0.2368304282426834,0.5815578103065491,0.9451419115066528,-0.08458811789751053,0.5721874237060547,0.7405357360839844,-0.2962097227573395,0.5715880990028381,0.9678815007209778,-0.09511388093233109,0.576204240322113,0.7709642052650452,-0.30344685912132263,0.6031203866004944,0.9887456893920898,-0.18081219494342804,0.5803630948066711,0.776422381401062,-0.38585489988327026
5,15_1,60,0.5624226331710815,0.3962448835372925,-0.118240125477314,0.5645946264266968,0.3845600187778473,-0.10057539492845535,0.5665799975395203,0.38426610827445984,-0.10057147592306137,0.5683335065841675,0.38419365882873535,-0.10056471824645996,0.5570260286331177,0.3855630159378052,-0.10546427220106125,0.5538437366485596,0.38580000400543213,-0.10547339171171188,0.5509631633758545,0.3861894905567169,-0.10551534593105316,0.571853756904602,0.39203086495399475,-0.007392099127173424,0.5464425683021545,0.39527466893196106,-0.02819010801613331,0.5678292512893677,0.410271018743515,-0.08382032066583633,0.5579014420509338,0.4130058288574219,-0.08984454721212387,0.5961405634880066,0.4515581429004669,0.027022814378142357,0.5327178239822388,0.4672281742095947,-0.04242713004350662,0.6222959756851196,0.4884951412677765,-0.12554486095905304,0.5201979875564575,0.5185566544532776,-0.18139854073524475,0.5944673418998718,0.43234020471572876,-0.28327879309654236,0.5573496222496033,0.4444817304611206,-0.2713632583618164,0.5837936997413635,0.4167352318763733,-0.31426018476486206,0.5654250979423523,0.42518892884254456,-0.2970030903816223,0.5811172127723694,0.4158232808113098,-0.29481276869773865,0.5652537941932678,0.41893213987350464,-0.2837222218513489,0.5824921727180481,0.4254823327064514,-0.28009554743766785,0.563236653804779,0.425973117351532,-0.2676510810852051,0.6019014716148376,0.6593188643455505,0.02369699627161026,0.561906099319458,0.6573727130889893,-0.02368825115263462,0.599833071231842,0.8053812980651855,-0.04560175910592079,0.5616732239723206,0.7921202182769775,-0.09250075370073318,0.5827150344848633,0.9470115303993225,0.04815773665904999,0.5427829623222351,0.8762245774269104,0.12973178923130035,0.5755088329315186,0.9655219316482544,0.05354738235473633,0.5409519076347351,0.8814480900764465,0.15061825513839722,0.5999478697776794,0.9903042316436768,-0.021096939221024513,0.5434111952781677,0.9397304654121399,0.11171592772006989
6,15_1,70,0.5320498943328857,0.38781219720840454,-0.1902277022600174,0.5360956788063049,0.3744145929813385,-0.17890454828739166,0.5391913056373596,0.37354379892349243,-0.17889927327632904,0.5425153970718384,0.3729977309703827,-0.17890073359012604,0.5280967354774475,0.37756237387657166,-0.1751980036497116,0.5257030129432678,0.37890487909317017,-0.1751922070980072,0.5228382349014282,0.38027679920196533,-0.1752108782529831,0.5497156977653503,0.3798065781593323,-0.10154732316732407,0.5204352736473083,0.3896878957748413,-0.08343029022216797,0.5377779603004456,0.4023408591747284,-0.16093553602695465,0.5286999940872192,0.40367087721824646,-0.15570726990699768,0.57798171043396,0.4415850341320038,-0.058009255677461624,0.5110885500907898,0.465807169675827,-0.05694762244820595,0.6081768274307251,0.5241609215736389,-0.17518305778503418,0.48730769753456116,0.5331454873085022,-0.18380261957645416,0.5711058974266052,0.46729183197021484,-0.3157459795475006,0.5239971280097961,0.46072983741760254,-0.3230043351650238,0.5617111325263977,0.4529261291027069,-0.34631437063217163,0.5338911414146423,0.44002822041511536,-0.3552915155887604,0.5589969754219055,0.4472450017929077,-0.3328825533390045,0.5366063714027405,0.43813952803611755,-0.3399774432182312,0.5604727268218994,0.4544052481651306,-0.31356707215309143,0.5352047085762024,0.4470677077770233,-0.3196646571159363,0.5693560838699341,0.6646607518196106,-0.00617713900282979,0.5269430875778198,0.6605641841888428,0.006210931111127138,0.5766265392303467,0.8040744066238403,-0.016895106062293053,0.5085569620132446,0.7816137075424194,0.1117691695690155,0.5809164643287659,0.9475207328796387,0.052371297031641006,0.5010965466499329,0.8945229053497314,0.2928718626499176,0.5750653743743896,0.9684523940086365,0.05218876525759697,0.5080788135528564,0.9076261520385742,0.30677005648612976,0.5961845517158508,0.9876428842544556,-0.05671875551342964,0.4835697412490845,0.9473958015441895,0.2317758947610855
7,15_1,80,0.5060088038444519,0.3975497782230377,-0.14017124474048615,0.5110113024711609,0.38491353392601013,-0.13113810122013092,0.5142114162445068,0.3848959505558014,-0.13115988671779633,0.5172829031944275,0.3851044476032257,-0.13117291033267975,0.5034847259521484,0.38470131158828735,-0.12560661137104034,0.5013469457626343,0.38463863730430603,-0.12558311223983765,0.4987979531288147,0.3844429850578308,-0.12560643255710602,0.5231945514678955,0.3917987048625946,-0.06198105588555336,0.4975685775279999,0.3901330232620239,-0.03595169261097908,0.511358916759491,0.411298930644989,-0.11300087720155716,0.5025593042373657,0.41097748279571533,-0.1060071513056755,0.5445051789283752,0.45884183049201965,-0.04219221696257591,0.4833492338657379,0.46961212158203125,0.025968315079808235,0.5503889322280884,0.5511505007743835,-0.10774163156747818,0.4571480453014374,0.535381019115448,-0.06643898785114288,0.5201047658920288,0.5070955157279968,-0.19653524458408356,0.48517805337905884,0.47884854674339294,-0.2271401286125183,0.5133320093154907,0.4986685812473297,-0.21936440467834473,0.49248167872428894,0.464698851108551,-0.25774839520454407,0.5142039060592651,0.4885006248950958,-0.2199428826570511,0.496259480714798,0.4609052538871765,-0.2500719428062439,0.5149713158607483,0.49150407314300537,-0.19691309332847595,0.49524176120758057,0.4674759805202484,-0.22873422503471375,0.5418952107429504,0.6532526016235352,-0.02724468894302845,0.5010947585105896,0.6585742235183716,0.0273237656801939,0.5590564012527466,0.7856104373931885,-0.07750757038593292,0.5039963126182556,0.7877504825592041,0.11455591022968292,0.5850683450698853,0.9265894293785095,-0.06536757946014404,0.5043481588363647,0.9073164463043213,0.24326078593730927,0.5815663933753967,0.9457930326461792,-0.07107074558734894,0.5129671692848206,0.9277005791664124,0.2509801983833313,0.5882025361061096,0.9796254634857178,-0.18488940596580505,0.4830661416053772,0.9463863372802734,0.17856314778327942
8,15_1,90,0.5237498879432678,0.3922822177410126,-0.16583028435707092,0.5295223593711853,0.3799532949924469,-0.1558552384376526,0.5324364304542542,0.3804472088813782,-0.15586890280246735,0.5353617072105408,0.38106706738471985,-0.15586766600608826,0.5221173167228699,0.3790249228477478,-0.15046672523021698,0.5193008780479431,0.3786882162094116,-0.1504616141319275,0.5166260600090027,0.37825801968574524,-0.15048159658908844,0.5424597263336182,0.3896457254886627,-0.08324146270751953,0.5147563815116882,0.3850117325782776,-0.05810721963644028,0.5276781916618347,0.40732309222221375,-0.13817459344863892,0.5184351801872253,0.406601220369339,-0.1312660574913025,0.5620759725570679,0.46091899275779724,-0.05668241158127785,0.4979479908943176,0.4663984775543213,0.006292097270488739,0.5754556655883789,0.5546151995658875,-0.13540197908878326,0.4731360077857971,0.5365645885467529,-0.08548876643180847,0.5496265888214111,0.5147757530212402,-0.24443410336971283,0.49553361535072327,0.47234612703323364,-0.24786624312400818,0.5431244969367981,0.5048226714134216,-0.27084648609161377,0.4990149438381195,0.45841118693351746,-0.2788902521133423,0.5409359335899353,0.489083468914032,-0.2687835693359375,0.5017904043197632,0.4545508921146393,-0.2704896032810211,0.541129469871521,0.4925040304660797,-0.2446151226758957,0.5029062032699585,0.4614609479904175,-0.24904833734035492,0.5480285882949829,0.6597768068313599,-0.028231676667928696,0.507264256477356,0.6587165594100952,0.028271924704313278,0.5598251819610596,0.7897451519966125,-0.03805229440331459,0.5055381059646606,0.7867781519889832,0.12066284567117691,0.5821641683578491,0.9173921346664429,0.017082979902625084,0.504132866859436,0.9064710736274719,0.275064617395401,0.5777254700660706,0.9353237748146057,0.0158515814691782,0.512302577495575,0.9265596866607666,0.28568917512893677,0.5894596576690674,0.9668252468109131,-0.0853339284658432,0.480866402387619,0.9407166838645935,0.2146134376525879
9,15_2,10,0.5345895290374756,0.4003906846046448,-0.17056287825107574,0.5392840504646301,0.38931238651275635,-0.161310613155365,0.5420249104499817,0.38966497778892517,-0.16131503880023956,0.5448758602142334,0.39028239250183105,-0.16131626069545746,0.5315988063812256,0.388638436794281,-0.15660430490970612,0.5292845964431763,0.388407826423645,-0.1566033661365509,0.5275418162345886,0.38839414715766907,-0.15661032497882843,0.5492321848869324,0.3965049684047699,-0.09280221164226532,0.5251081585884094,0.3952099680900574,-0.07009438425302505,0.539419412612915,0.41302165389060974,-0.14421364665031433,0.530237078666687,0.4120601415634155,-0.1379852443933487,0.5692768692970276,0.46088501811027527,-0.0646747425198555,0.5107912421226501,0.46367743611335754,-0.005976271349936724,0.5865267515182495,0.5469828248023987,-0.1381942331790924,0.4868524372577667,0.5304023623466492,-0.08693405240774155,0.5602837800979614,0.5063921809196472,-0.24513758718967438,0.5082092881202698,0.46801459789276123,-0.23911474645137787,0.5531071424484253,0.49302107095718384,-0.26994436979293823,0.5128704309463501,0.4517749845981598,-0.2679522931575775,0.552052915096283,0.48200616240501404,-0.26556071639060974,0.5159739255905151,0.4469585716724396,-0.2605724334716797,0.5523669123649597,0.4859050512313843,-0.24433687329292297,0.5168553590774536,0.4535439610481262,-0.24042080342769623,0.5582934021949768,0.6464824676513672,-0.03134024888277054,0.5223528742790222,0.6462913155555725,0.0313599668443203,0.5649102330207825,0.766211986541748,-0.0405561663210392,0.5214747786521912,0.7583368420600891,0.13383230566978455,0.5804881453514099,0.8843514919281006,0.009279781952500343,0.524523913860321,0.8631477355957031,0.2945820391178131,0.5807779431343079,0.9015340209007263,0.007819759659469128,0.5325302481651306,0.8829023838043213,0.30616316199302673,0.5777769684791565,0.9233393669128418,-0.0940161943435669,0.4982462525367737,0.8907424807548523,0.24065236747264862
